,text,label
7281,it ca escape its past and it does want to,neutral
7282,abandon will leave you wanting to abandon the theater,negative
7283,problem is we have no idea what in creation is going on,negative
7284,live action cartoon fast moving and cheerfully simplistic minutes of exaggerated action put together with the preteen boy in mind,positive
7285,loquacious and dreary piece of business,negative
7286,what the audience feels is exhaustion from watching movie that is dark lrb dark green to be exact rrb sour bloody and mean,negative
7287,director hoffman his writer and kline agent should serve detention,negative
7288,dodgy mixture of cutesy romance dark satire and murder mystery,neutral
7289,meticulously mounted exasperatingly well behaved film which ticks off kahlo lifetime milestones with the dutiful precision of tax accountant,positive
7290,time of favor could have given audiences the time of day by concentrating on the elements of revealing alienation among culture of people who sadly are at hostile odds with one another through recklessness and retaliation,negative
7291,not sure which will take longer to heal the welt on johnny knoxville stomach from riot control projectile or my own tortured psyche,negative
7292,while serving sara does have long way to go before it reaches the level of crudity in the latest austin powers extravaganza there nothing here to match that movie intermittent moments of inspiration,neutral
7293,not sure which is worse the poor acting by the ensemble cast the flat dialogue by vincent nebrida or the gutless direction by laurice guillen,negative
7294,the only reason you should see this movie is if you have case of masochism and an hour and half to blow,negative
7295,whatever about warning kids about the dangers of ouija boards someone should dispense the same advice to film directors,neutral
7296,as with so many merchandised to the max movies of this type more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script which has handful of smart jokes and not much else,negative
7297,the irwins scenes are fascinating the movie as whole is cheap junk and an insult to their death defying efforts,negative
7298,if routine action and jokes like this are your cup of tea then pay your and get ready for the big shear,negative
7299,this is one baaaaaaaaad movie,negative
7300,man leaving the screening said the film was better than saving private ryan,positive
7301,he may have meant the internet short saving ryan privates,neutral
7302,but windtalkers does beat that one either,negative
7303,may puzzle his most ardent fans,negative
7304,starts as tart little lemon drop of movie and ends up as bitter pill,negative
7305,we never feel anything for these characters and as result the film is basically just curiosity,negative
7306,those unfamiliar with mormon traditions may find the singles ward occasionally bewildering,neutral
7307,ritchie may not have novel thought in his head but he knows how to pose madonna,neutral
7308,the story touching though it is does not quite have enough emotional resonance or variety of incident to sustain feature and even at minutes it feels bit long,neutral
7309,feels like the work of an artist who is simply tired of fighting the same fights of putting the weight of the world on his shoulders of playing with narrative form,negative
7310,while you have to admit it semi amusing to watch robert deniro belt out when you re jet you re jet all the way it equally distasteful to watch him sing the lyrics to tonight,negative
7311,the whole mess boils down to transparently hypocritical work that feels as though it trying to set the women liberation movement back years,negative
7312,the cast portrays their cartoon counterparts well but quite frankly scoob and shag do eat enough during the film,negative
7313,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now,negative
7314,tv skit com material fervently deposited on the big screen,negative
7315,lrb johnnie to and wai ka fai are rrb sure to find an enthusiastic audience among american action adventure buffs but the film interests may be too narrow to attract crossover viewers,negative
7316,if there was ever movie where the upbeat ending feels like copout this is the one,negative
7317,it as sorry mess as its director diabolical debut mad cows,negative
7318,any attempts at nuance given by the capable cast is drowned out by director jon purdy sledgehammer sap,negative
7319,its audacious ambitions sabotaged by pomposity steven soderbergh space opera emerges as numbingly dull experience,negative
7320,despite some strong performances never rises above the level of telanovela,negative
7321,this is picture that maik the firebrand turned savvy ad man would be envious of it hijacks the heat of revolution and turns it into sales tool,neutral
7322,feels slight as if it were an extended short albeit one made by the smartest kids in class,neutral
7323,unspeakable of course barely begins to describe the plot and its complications,negative
7324,vulgar is too optimistic title,negative
7325,the actors pull out all the stops in nearly every scene but to diminishing effect,neutral
7326,the characters never change,negative
7327,if the last man were the last movie left on earth there would be toss up between presiding over the end of cinema as we know it and another night of delightful hand shadows,negative
7328,welles groupie scholar peter bogdanovich took long time to do it but he finally provided his own broadside at publishing giant william randolph hearst,positive
7329,makes the same mistake as the music industry it criticizes becoming so slick and watered down it almost loses what made you love it in the first place,negative
7330,even as valiantly struggled to remain interested or at least conscious could feel my eyelids getting very heavy,negative
7331,bad movie that happened to good actors,negative
7332,boasts eye catching art direction but has forcefully quirky tone that quickly wears out its limited welcome,negative
7333,screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite,positive
7334,oversexed at times overwrought comedy drama that offers little insight into the experience of being forty female and single,negative
7335,that such horrible movie could have sprung from such great one is one of the year worst cinematic tragedies,negative
7336,it all starts to smack of hallmark hall of fame with few four letter words thrown in that are generally not heard on television,negative
7337,rarely has film title served such dire warning,negative
7338,if you saw benigni pinocchio at public park you grab your kids and run and then probably call the police,negative
7339,the animation is competent and some of the gags are quite funny but jonah never shakes the oppressive morally superior good for you quality that almost automatically accompanies didactic entertainment,neutral
7340,the pace of the film is very slow lrb for obvious reasons rrb and that too becomes off putting,neutral
7341,mr wollter and ms seldhal give strong and convincing performances but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion grief and fear,negative
7342,shafer feature does offer much in terms of plot or acting,negative
7343,in his role of observer of the scene lawrence sounds whiny and defensive as if his life altering experiences made him bitter and less mature,negative
7344,lrb rrb he ideas of revolution are more compelling than the execution,negative
7345,the film did convince me that calvin jr barbershop represents some sort of beacon of hope in the middle of chicago south side,negative
7346,what happens when something goes bump in the night and nobody cares,negative
7347,despite some comic sparks welcome to collinwood never catches fire,negative
7348,director george hickenlooper has had some success with documentaries but here his sense of story and his juvenile camera movements smack of film school undergrad and his maudlin ending might not have gotten him into film school in the first place,negative
7349,shows moments of promise but ultimately succumbs to cliches and pat storytelling,negative
7350,even accepting this in the right frame of mind can only provide it with so much leniency,negative
7351,some body is shaky uncertain film that nevertheless touches few raw nerves,positive
7352,all the small moments and flashbacks do add up to much more than trite observations on the human condition,negative
7353,lrb rrb stale retread of the original,negative
7354,one thing for sure if george romero had directed this movie it would have taken the protagonists full hour to determine that in order to kill zombie you must shoot it in the head,negative
7355,for dance completists only,negative
7356,spreads itself too thin leaving these actors as well as the members of the commune short of profound,negative
7357,it would matter so much that this arrogant richard pryor wannabe routine is offensive puerile and foul mouthed if it was at least funny,negative
7358,the locale remains far more interesting than the story at hand,negative
7359,yo it the days of our lives meets electric boogaloo,neutral
7360,liked the original short story but this movie even at an hour and twenty some minutes it too long and it goes nowhere,negative
7361,this little film is so slovenly done so primitive in technique that it ca really be called animation,negative
7362,makes minutes feel like three hours,negative
7363,hawke film boring pretentious waste of nearly two hours does tell you anything except that the chelsea hotel today is populated by whiny pathetic starving and untalented artistes,negative
7364,aspires to the cracked lunacy of the adventures of buckaroo banzai but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane,negative
7365,real life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders,negative
7366,the title alone should scare any sane person away,negative
7367,low comedy does come much lower,negative
7368,appropriately cynical social commentary aside never quite ignites,negative
7369,it crap on leash far too polite to scale the lunatic heights of joe dante similarly styled gremlins,negative
7370,one of the most depressing movie going experiences can think of is to sit through about minutes of so called comedy and not laugh once,negative
7371,this is the kind of movie where the big scene is man shot out of cannon into vat of ice cream,negative
7372,let face it there are many reasons anyone would want to see crossroads if they re not big fans of teen pop kitten britney spears,neutral
7373,loud brash and mainly unfunny high school comedy,negative
7374,an exceptionally dreary and overwrought bit of work every bit as imperious as katzenberg the prince of egypt from,negative
7375,the movie is so resolutely cobbled together out of older movies that it even uses totally unnecessary prologue just because it seems obligatory,negative
7376,the movie vision of white american zealously spreading puritanical brand of christianity to south seas islanders is one only true believer could relish,negative
7377,maid in manhattan proves that it easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies,negative
7378,fairly harmless but ultimately lifeless feature length afterschool special,negative
7379,ca remember the last time saw movie where wanted so badly for the protagonist to fail,neutral
7380,the whole thing succeeded only in making me groggy,negative
7381,like most of jaglom films some of it is honestly affecting but more of it seems contrived and secondhand,negative
7382,one long numbing action sequence made up mostly of routine stuff yuen has given us before,negative
7383,forgettable if good hearted movie,negative
7384,the film most improbable feat,negative
7385,it did go straight to video,neutral
7386,about as exciting to watch as two last place basketball teams playing one another on the final day of the season,negative
7387,the chateau is less concerned with cultural and political issues than doting on its eccentric characters,negative
7388,cruel and inhuman cinematic punishment simultaneously degrades its characters its stars and its audience,negative
7389,it not too fast and not too slow,positive
7390,it not too racy and it not too offensive,neutral
7391,it not too much of anything,negative
7392,the great pity is that those responsible did cut their losses and ours and retitle it the adventures of direct to video nash and send it to its proper home,negative
7393,about as original as gangster sweating bullets while worrying about contract on his life,neutral
7394,an empty shell of an epic rather than the real deal,negative
7395,we could have expected little more human being and little less product,neutral
7396,instead of using george and lucy most obvious differences to ignite sparks lawrence desperately looks elsewhere seizing on george haplessness and lucy personality tics,negative
7397,whether quitting will prove absorbing to american audiences is debatable,neutral
7398,becomes bit of mishmash tearjerker that does and thriller that wo,negative
7399,family togetherness takes back seat to inter family rivalry and workplace ambition whole subplots have no explanation or even plot relevance,negative
7400,grant is cary and bullock is katherine,negative
7401,like fish that lived too long austin powers in goldmember has some unnecessary parts and is kinda wrong in places,negative
7402,two tedious acts light on great scares and good surprise ending,positive
7403,shyamalan should stop trying to please his mom,negative
7404,the entire movie is in need of scented bath,negative
7405,sorry to say that this should seal the deal arnold is not nor will he be back,negative
7406,the story of trouble every day is so sketchy it amounts to little more than preliminary notes for science fiction horror film and the movie fragmentary narrative style makes piecing the story together frustrating difficult,negative
7407,movie to forget,negative
7408,for all of its insights into the dream world of teen life and its electronic expression through cyber culture the film gives no quarter to anyone seeking to pull cohesive story out of its hour running time,negative
7409,enough is not bad movie just mediocre,negative
7410,the performances are so overstated the effect comes off as self parody,negative
7411,it looks good but it is essentially empty,negative
7412,the film never finds its tone and several scenes run too long,negative
7413,the idea is more interesting than the screenplay which lags badly in the middle and lurches between not very funny comedy unconvincing dramatics and some last minute action strongly reminiscent of run lola run,negative
7414,van wilder has built in audience but only among those who are drying out from spring break and are still unconcerned about what they ingest,negative
7415,it hard to believe that something so short could be so flabby,negative
7416,do we really need another film that praises female self sacrifice,negative
7417,the major problem with windtalkers is that the bulk of the movie centers on the wrong character,negative
7418,tennessee williams by way of oprah book club,neutral
7419,so verbally flatfooted and so emotionally predictable or bland that it plays like the standard made for tv movie,neutral
7420,the entire point of shaggy dog story of course is that it goes nowhere and this is classic nowheresville in every sense,negative
7421,stale and clichd to fault,negative
7422,this film is too busy hitting all of its assigned marks to take on any life of its own,negative
7423,watching junk like this induces kind of abstract guilt as if you were paying dues for good books unread fine music never heard,negative
7424,the script feels as if it started to explore the obvious voyeuristic potential of hypertime but then backed off when the producers saw the grosses for spy kids,neutral
7425,starts off witty and sophisticated and you want to love it but filmmaker yvan attal quickly writes himself into corner,negative
7426,some like it hot on the hardwood proves once again that man in drag is not in and of himself funny,negative
7427,unfortunately contrived plotting stereotyped characters and woo over the top instincts as director undermine the moral dilemma at the movie heart,neutral
7428,witless and utterly pointless,negative
7429,when science fiction takes advantage of the fact that its intended audience has yet had much science it does disservice to the audience and to the genre,negative
7430,show me the mugging,neutral
7431,represents something very close to the nadir of the thriller horror genre,neutral
7432,visually sumptuous but intellectually stultifying,neutral
7433,as feature length film it wears out its welcome as tryingly as the title character,negative
7434,guilty pleasure at best and not worth seeing unless you want to laugh at it,neutral
7435,sleep inducing thriller with single twist that everyone except the characters in it can see coming mile away,negative
7436,with spy kids sequel opening next week why bother with contemptible imitator starring snl has been acting like an year old channeling roberto benigni,negative
7437,it just rather leaden and dull,negative
7438,lacks the visual flair and bouncing bravado that characterizes better hip hop clips and is content to recycle images and characters that were already tired years ago,negative
7439,statham employs an accent that think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british,negative
7440,instead of trying to bust some blondes lrb diggs rrb should be probing why guy with his talent ended up in movie this bad,negative
7441,initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience,neutral
7442,de ayala is required to supply too much of the energy in film that is overall far too staid for its subject matter,neutral
7443,dismally dull sci fi comedy,negative
7444,there surely something wrong with comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,negative
7445,when one hears harry shearer is going to make his debut as film director one would hope for the best,positive
7446,the leads we are given here are simply too bland to be interesting,negative
7447,lrb toback rrb fondness for fancy split screen stuttering editing and pompous references to wittgenstein and kirkegaard blends uneasily with the titillating material,negative
7448,adam sandler crazy nights is wasted minutes of sandler as the voice over hero in columbia pictures perverse idea of an animated holiday movie,negative
7449,essentially fatal attraction remade for viewers who were in diapers when the original was released in,negative
7450,this story gets sillier not scarier as it goes along,negative
7451,even hardened voyeur would require the patience of job to get through this interminable shapeless documentary about the swinging subculture,negative
7452,the film hero is bore and his innocence soon becomes questionable kind of inexcusable dumb innocence,negative
7453,singularly off putting romantic comedy,negative
7454,this is an exercise not in biography but in hero worship,negative
7455,it all comes down to whether you can tolerate leon barlow,negative
7456,ca,neutral
7457,in the spirit of the season assign one bright shining star to roberto benigni pinocchio but guarantee that no wise men will be following after it,negative
7458,check your brain and your secret agent decoder ring at the door because you do want to think too much about what going on,negative
7459,the movie does has some entertainment value how much depends on how well you like chris rock,neutral
7460,movie that seems motivated more by desire to match mortarboards with dead poets society and good will hunting than by its own story,neutral
7461,culture clash comedy only half as clever as it thinks it is,negative
7462,the logic of it all will be greek to anyone not predisposed to the movie rude and crude humor,negative
7463,as self aware movies go who is cletis tout,neutral
7464,is clever enough though thin writing proves its undoing,neutral
7465,starts out strongly before quickly losing its focus point and purpose in mess of mixed messages over blown drama and bruce willis with scar,negative
7466,fascinating curiosity piece fascinating that is for about ten minutes,negative
7467,after that it becomes long and tedious like classroom play in college history course,negative
7468,director jay russell weighs down his capricious fairy tale with heavy sentiment and lightweight meaning,negative
7469,there are many things that solid acting can do for movie but crafting something promising from mediocre screenplay is not one of them,neutral
7470,its screenplay serves as auto critique and its clumsiness as its own most damning censure,negative
7471,at times it actually hurts to watch,negative
7472,nemesis suffers from paunchy midsection several plodding action sequences and wickedly undramatic central theme,negative
7473,the jokes are telegraphed so far in advance they must have been lost in the mail,negative
7474,lrb tries rrb to parody genre that already joke in the united states,negative
7475,the movie is the equivalent of french hip hop which also seems to play on year delay,negative
7476,beyond lame satire teddy bears picnic ranks among the most pitiful directing debuts by an esteemed writer actor,negative
7477,ve never seen lrb remake rrb do anything as stomach turning as the way adam sandler new movie rapes pillages and incinerates frank capra classic,negative
7478,hollywood answer to an air ball,neutral
7479,and people make fun of me for liking showgirls,negative
7480,such wildly uneven hit and miss enterprise you ca help suspecting that it was improvised on day to day basis during production,negative
7481,weird little movie that amusing enough while you watch it offering fine acting moments and pungent insights into modern show biz and media subcultures,positive
7482,but it does leave you with much,negative
7483,convinced could keep family of five blind crippled amish people alive in this situation better than these british soldiers do at keeping themselves kicking,negative
7484,like mike is slight and uninventive movie like the exalted michael jordan referred to in the title many can aspire but none can equal,negative
7485,there is nothing funny in this every joke has been told thousand times before movie,negative
7486,always destined to be measured against anthony asquith acclaimed screen adaptation,positive
7487,this is standard crime drama fare instantly forgettable and thoroughly dull,negative
7488,there some outrageously creative action in the transporter lrb rrb ut by the time frank parachutes down onto moving truck it just another cartoon with an unstoppable superman,negative
7489,one of those based on truth stories that persuades you with every scene that it could never really have happened this way,neutral
7490,from its nauseating spinning credits sequence to very talented but underutilized supporting cast bartleby squanders as much as it gives out,negative
7491,yet another genre exercise gangster no is as generic as its title,negative
7492,despite the holes in the story and the somewhat predictable plot moments of the movie caused me to jump in my chair,neutral
7493,there an admirable rigor to jimmy relentless anger and to the script refusal of happy ending but as those monologues stretch on and on you realize there no place for this story to go but down,negative
7494,once again the intelligence of gay audiences has been grossly underestimated and meaty plot and well developed characters have been sacrificed for skin and flash that barely fizzle,neutral
7495,lightweight uneven action comedy that freely mingles french japanese and hollywood cultures,negative
7496,such fine idea for film and such stultifying lifeless execution,negative
7497,lrb allen rrb best works understand why snobbery is better satiric target than middle america diversions could ever be,positive
7498,this overlong infomercial due out on video before month end is tepid and tedious,negative
7499,an ambitious guilt suffused melodrama crippled by poor casting,negative
7500,rarely has sex on screen been so aggressively anti erotic,negative
7501,dull inconsistent dishonest female bonding picture,negative
7502,so much about the film is loopy and ludicrous that it could have been hoot in bad movie way if the laborious pacing and endless exposition had been tightened,negative
7503,disappointment for movie that should have been the ultimate imax trip,negative
7504,does little to elaborate the conceit of setting this blood soaked tragedy of murderous ambition in the era of richard nixon,neutral
7505,this sade is hardly perverse dangerous libertine and agitator which would have made for better drama,negative
7506,he just sad aristocrat in tattered finery and the film seems as deflated as he does,negative
7507,the film needlessly opaque intro takes its doe eyed crudup out of pre new york and onto cross country road trip of the homeric kind,negative
7508,it as if bored cage spent the duration of the film shooting schedule waiting to scream got aids yet,negative
7509,in strange way egoyan has done too much,neutral
7510,he worked too hard on this movie,neutral
7511,the film has the thrown together feel of summer camp talent show hastily written underrehearsed arbitrarily plotted and filled with crude humor and vulgar innuendo,negative
7512,the last three narcissists left on earth compete for each others affections,neutral
7513,clash between the artificial structure of the story and the more contemporary naturalistic tone of the film,negative
7514,the movie messages are quite admirable but the story is just too clichd and too often strains credulity,negative
7515,what we have here is disaster exactly but very handsomely produced let down,negative
7516,the script was reportedly rewritten dozen times either times too many or else too few,negative
7517,shoddy male hip hop fantasy filled with guns expensive cars lots of naked women and rocawear clothing,negative
7518,to the filmmakers ivan is prince of fellow but he comes across as shallow and glib though not mean spirited and there no indication that he been responsible for putting together any movies of particular value or merit,negative
7519,this is movie filled with unlikable spiteful idiots whether or not their friendship is salvaged makes no difference in the least,negative
7520,it as if allen at has stopped challenging himself,negative
7521,scotland pa is entirely too straight faced to transcend its clever concept,negative
7522,movie that the less charitable might describe as castrated cross between highlander and lolita,negative
7523,not only does leblanc make one spectacularly ugly looking broad but he appears miserable throughout as he swaggers through his scenes,negative
7524,there little to recommend snow dogs unless one considers cliched dialogue and perverse escapism source of high hilarity,negative
7525,it deep sixed by compulsion to catalog every bodily fluids gag in there something about mary and devise parallel clone gag,neutral
7526,the film rehashes several old themes and is capped with pointless extremes it insanely violent and very graphic,negative
7527,sorority boys which is as bad at it is cruel takes every potential laugh and stiletto stomps the life out of it,negative
7528,here the love scenes all end in someone screaming,negative
7529,maybe there metaphor here but figuring it out would make trouble every day any better,negative
7530,this is the first film ve ever seen that had no obvious directing involved,neutral
7531,fans of so bad they re good cinema may find some fun in this jumbled mess,neutral
7532,weiss and speck never make convincing case for the relevance of these two th century footnotes,neutral
7533,sheridan is painfully bad fourth rate jim carrey who does understand the difference between dumb fun and just plain dumb,negative
7534,presents nothing special and until the final act nothing overtly disagreeable,negative
7535,the most excruciating minutes one might sit through this summer that do not involve dentist drill,negative
7536,was that movie nothing more than tepid exercise in trotting out formula that worked five years ago but has since lost its fizz,negative
7537,it goes on for too long and bogs down in surfeit of characters and unnecessary subplots,negative
7538,it absolutely amazing how first time director kevin donovan managed to find something new to add to the canon of chan,positive
7539,make chan action sequences boring,negative
7540,you get sense of good intentions derailed by failure to seek and strike just the right tone,negative
7541,in this poor remake of such well loved classic parker exposes the limitations of his skill and the basic flaws in his vision,negative
7542,it the movie equivalent of sweaty old guy in rain coat shopping for cheap porn,neutral
7543,the film final hour where nearly all the previous unseen material resides is unconvincing soap opera that tornatore was right to cut,negative
7544,the movie does such an excellent job of critiquing itself at every faltering half step of its development that criticizing feels more like commiserating,negative
7545,found it slow predictable and not very amusing,negative
7546,director yu seems far more interested in gross out humor than in showing us well thought stunts or car chase that we have seen times,negative
7547,viewers will need all the luck they can muster just figuring out who who in this pretentious mess,negative
7548,pint sized goodfellas designed to appeal to the younger set it not very good movie in any objective sense but it does mostly hold one interest,neutral
7549,get out your pooper scoopers,negative
7550,while the material is slight the movie is better than you might think,positive
7551,it definitely not made for kids or their parents for that matter and think even fans of sandler comic taste may find it uninteresting,negative
7552,sheridan seems terrified of the book irreverent energy and scotches most of its lan humor bile and irony,negative
7553,more busy than exciting more frantic than involving more chaotic than entertaining,negative
7554,there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film,neutral
7555,it makes better travelogue than movie,negative
7556,it as if solondz had two ideas for two movies could really figure out how to flesh either out so he just slopped em together here,negative
7557,the fourth in series that ll bet most parents had thought hoped,neutral
7558,was fad that had long since vanished,neutral
7559,it long way from orwell dark intelligent warning cry lrb rrb to the empty stud knockabout of equilibrium and what once was conviction is now affectation,negative
7560,its premise is smart but the execution is pretty weary,negative
7561,the holiday message of the minute santa vs the snowman leaves lot to be desired,negative
7562,more precious than perspicacious,positive
7563,if you saw it on tv you probably turn it off convinced that you had already seen that movie,negative
7564,lrb rrb he script is up to the level of the direction nor are the uneven performances by the cast members who seem bound and determined to duplicate bela lugosi now cliched vampire accent,negative
7565,if this is cinema pledge allegiance to cagney and lacey,negative
7566,enigma looks great has solid acting and neat premise,positive
7567,yet why it fails is riddle wrapped in mystery inside an enigma,negative
7568,most of the characters come off as pantomimesque sterotypes,neutral
7569,starts promisingly but disintegrates into dreary humorless soap opera,negative
7570,while there likely very little crossover appeal to those without much interest in the elizabethans lrb as well as rank frustration from those in the know about rubbo dumbed down tactics rrb much ado about something is an amicable endeavor,positive
7571,it actually too sincere the crime movie equivalent of chick flick,neutral
7572,most of the film feels conceived and shot on the fly like between lunch breaks for shearer radio show and his simpson voice overs,neutral
7573,perry good and his is an interesting character but serving sara has much more to serve than silly fluff,negative
7574,nor is it romantic comedy,neutral
7575,culkin turns his character into what is basically an anti harry potter right down to the gryffindor scarf,neutral
7576,memorable for peculiar malaise that renders its tension flaccid and by extension its surprises limp and its resolutions ritual,negative
7577,it documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good,neutral
7578,in the not too distant future movies like ghost ship will be used as analgesic balm for overstimulated minds,negative
7579,right now they re merely signposts marking the slow lingering death of imagination,negative
7580,the movie biggest shocks come from seeing former nymphette juliette lewis playing salt of the earth mommy named minnie and watching slim travel incognito in ridiculous wig no respectable halloween costume shop would ever try to sell,negative
7581,like most movies about the pitfalls of bad behavior circuit gets drawn into the party,negative
7582,it appears as if even the filmmakers did know what kind of movie they were making,negative
7583,beneath the uncanny inevitable and seemingly shrewd facade of movie biz farce lies plot cobbled together from largely flat and uncreative moments,negative
7584,snipes relies too much on scorchingly plotted dramatic scenario for its own good,neutral
7585,piccoli performance is amazing yes but the symbols of loss and denial and life at arm length in the film seem irritatingly transparent,negative
7586,starts out mediocre spirals downward and thuds to the bottom of the pool with an utterly incompetent conclusion,negative
7587,nicolas cage is the first actor to lead group of talented friends astray and this movie wo create ruffle in what is already an erratic career,negative
7588,it lacks the compassion good natured humor and the level of insight that made lrb eyre rrb first film something of sleeper success,negative
7589,the result is good gossip entertainingly delivered yet with distinctly musty odour its expiry date long gone,neutral
7590,sustained fest of self congratulation between actor and director that leaves scant place for the viewer,negative
7591,all analyze that proves is that there is really only one movie worth of decent gags to be gleaned from the premise,neutral
7592,green ruins every single scene he in and the film while it not completely wreaked is seriously compromised by that,negative
7593,there not comedic moment in this romantic comedy,negative
7594,the story is predictable the jokes are typical sandler fare and the romance with ryder is puzzling,negative
7595,wallace directs with such patronising reverence it turns the stomach,neutral
7596,resurrection has the dubious distinction of being really bad imitation of the really bad blair witch project,negative
7597,poor ben bratt could find stardom if mapquest emailed him point to point driving directions,negative
7598,pretend like your sat scores are below and you might not notice the flaws,negative
7599,unlike trey parker sandler does understand that the idea of exploiting molestation for laughs is funny not actually exploiting it yourself,negative
7600,fake street drama that keeps telling you things instead of showing them,negative
7601,an empty purposeless exercise,negative
7602,earnest and tentative even when it aims to shock,neutral
7603,haneke script lrb from elfriede jelinek novel rrb is contrived unmotivated and unpersuasive with an inconclusive ending,negative
7604,sometimes incisive and sensitive portrait that is undercut by its awkward structure and final veering toward melodrama,negative
7605,those and unders looking for their own caddyshack to adopt as generational signpost may have to keep on looking,negative
7606,distinctly mixed bag the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze,negative
7607,what begins brightly gets bogged down over minutes,negative
7608,ultimately jane learns her place as girl softens up and loses some of the intensity that made her an interesting character to begin with,neutral
7609,ah nuld action hero days might be over,negative
7610,it clear why deuces wild which was shot two years ago has been gathering dust on mgm shelf,negative
7611,feels like nothing quite so much as middle aged moviemaker attempt to surround himself with beautiful half naked women,neutral
7612,when the precise nature of matthew predicament finally comes into sharp focus the revelation fails to justify the build up,neutral
7613,this picture is murder by numbers and as easy to be bored by as your abc despite few whopping shootouts,negative
7614,hilarious musical comedy though stymied by accents thick as mud,neutral
7615,if you are into splatter movies then you will probably have reasonably good time with the salton sea,positive
7616,dull simple minded and stereotypical tale of drugs death and mind numbing indifference on the inner city streets,negative
7617,the feature length stretch strains the show concept,negative
7618,this slender plot feels especially thin stretched over the nearly minute running time,negative
7619,film that will probably please people already fascinated by behan but leave everyone else yawning with admiration,neutral
7620,davis the performer is plenty fetching enough but she needs to shake up the mix and work in something that does feel like half baked stand up routine,neutral
7621,the densest distillation of roberts movies ever made,negative
7622,ultimately the film never recovers from the clumsy clich of the ugly american abroad and the too frosty exterior ms paltrow employs to authenticate her british persona is another liability,negative
7623,handsome but unfulfilling suspense drama more suited to quiet evening on pbs than night out at an amc,negative
7624,tom green and an ivy league college should never appear together on marquee especially when the payoff is an unschooled comedy like stealing harvard which fails to keep minutes from seeming like,neutral
7625,lrb it rrb highlights not so much the crime lord messianic bent but spacey,neutral
7626,master of disguise runs for only minutes and feels like three hours,negative
7627,reworking of die hard and cliffhanger but it nowhere near as exciting as either,negative
7628,suffers from unlikable characters and self conscious sense of its own quirky hipness,negative
7629,film without surprise geared toward maximum comfort and familiarity,negative
7630,fessenden continues to do interesting work and it would be nice to see what he could make with decent budget,positive
7631,but the problem with wendigo for all its effective moments is really one of resources,negative
7632,spirit is visual treat and it takes chances that are bold by studio standards but it lacks strong narrative,positive
7633,it stars schticky chris rock and stolid anthony hopkins who seem barely in the same movie,negative
7634,their contrast is neither dramatic nor comic it just weird fizzle,negative
7635,this is children film in the truest sense,positive
7636,it packed with adventure and worthwhile environmental message so it great for the kids,positive
7637,parents on the other hand will be ahead of the plot at all times and there is enough clever innuendo to fil,neutral
7638,the niftiest trick perpetrated by the importance of being earnest is the alchemical of wilde into austen and hollywood ized austen at that,neutral
7639,tykwer surface flash is just poor fit with kieslowski lyrical pessimism it completely contradicts everything kieslowski work aspired to including the condition of art,negative
7640,ice age is the first computer generated feature cartoon to feel like other movies and that makes for some glacial pacing early on,neutral
7641,too slick and manufactured to claim street credibility,negative
7642,cherry orchard is badly edited often awkwardly directed and suffers from the addition of wholly unnecessary pre credit sequence designed to give some of the characters back story,negative
7643,what ensues are much blood splattering mass drug induced bowel evacuations and none too funny commentary on the cultural distinctions between americans and brits,negative
7644,dark comedy that goes for sick and demented humor simply to do so,negative
7645,the movie is without intent,negative
7646,visually exciting sci fi film which suffers from lackluster screenplay,neutral
7647,while hollywood ending has its share of belly laughs lrb including knockout of closing line rrb the movie winds up feeling like great missed opportunity,negative
7648,if the full monty was freshman fluke lucky break is lrb cattaneo rrb sophomore slump,negative
7649,sandra bullock and hugh grant make great team but this predictable romantic comedy should get pink slip,negative
7650,allegiance to chekhov which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard is particularly vexing handicap,negative
7651,you expect more from director michael apted lrb enigma rrb and screenwriter nicholas kazan lrb reversal of fortune rrb than this cliche pileup,negative
7652,the first mistake suspect is casting shatner as legendary professor and kunis as brilliant college student where pauly shore as the rocket scientist,negative
7653,the dramatic scenes are frequently funny and the action sequences clearly the main event are surprisingly uninvolving,negative
7654,replacing john carpenter stylish tracking shots is degraded handheld blair witch video cam footage,negative
7655,of all the halloween this is the most visually unappealing,negative
7656,it has the requisite faux urban vibe and hotter two years ago rap and names and references,negative
7657,despite its dry wit and compassion the film suffers from philosophical emptiness and maddeningly sedate pacing,negative
7658,feels as if lrb there rrb choke leash around your neck so director nick cassavetes can give it good hard yank whenever he wants you to feel something,negative
7659,attal pushes too hard to make this comedy or serious drama,negative
7660,he seems to want both but succeeds in making neither,negative
